Diet,Transport,Electricity Usage (kWh),Vehicle Type,Vehicle Monthly Distance Km,Heating Energy Source,Energy efficiency,How Long TV PC Daily Hour,How Long Internet Daily Hour,Waste Bag Size,Waste Bag Weekly Count,How Many New Clothes Monthly,Frequency of Traveling by Air,CarbonEmission
pescatarian,private,43.5,diesel,3730,wood,Yes,14,1,extra large,1,39,frequently,3659
vegetarian,private,91.5,lpg,6019,natural gas,No,20,21,extra large,3,46,rarely,4040
pescatarian,private,46.5,lpg,6824,natural gas,Yes,4,23,extra large,2,2,very frequently,4082
omnivore,private,43.5,diesel,3293,wood,Yes,11,7,large,3,14,frequently,2629
vegetarian,private,49.5,hybrid,6211,coal,No,8,17,extra large,5,45,very frequently,3700
vegetarian,private,10.5,lpg,9941,electricity,Sometimes,0,7,extra large,3,36,never,3703
omnivore,private,108,lpg,4499,coal,Sometimes,24,24,medium,6,30,never,2702
omnivore,private,82.5,electric,8764,wood,Yes,24,7,small,6,36,never,1815
vegetarian,private,63,lpg,8786,coal,Yes,20,2,extra large,4,24,very frequently,5976
vegetarian,private,81,diesel,5063,natural gas,Sometimes,15,24,medium,7,15,rarely,2833
pescatarian,private,34.5,diesel,3959,natural gas,Sometimes,8,7,extra large,5,43,very frequently,4662
vegan,private,28.5,hybrid,6730,electricity,No,3,13,extra large,4,28,never,2207
vegetarian,private,81,electric,3022,wood,Sometimes,23,8,large,4,29,rarely,1509
pescatarian,private,40.5,electric,4674,coal,Sometimes,13,1,small,4,25,frequently,1830
omnivore,private,15,petrol,5356,coal,Sometimes,4,2,large,6,39,never,3219
vegetarian,private,49.5,diesel,5474,natural gas,No,10,13,medium,3,44,frequently,4061
vegetarian,private,81,hybrid,2859,wood,Sometimes,16,22,extra large,1,27,never,1844
pescatarian,private,82.5,lpg,1202,natural gas,Yes,22,11,small,7,13,frequently,2214
vegetarian,private,78,electric,9489,electricity,Yes,23,6,medium,5,18,rarely,942
omnivore,private,55.5,hybrid,5508,natural gas,Yes,11,15,extra large,2,34,rarely,2479
omnivore,private,81,lpg,5986,electricity,Yes,16,22,large,2,16,very frequently,4724
vegetarian,private,84,electric,8613,electricity,Yes,21,14,medium,2,36,rarely,1221
vegetarian,private,63,lpg,4508,wood,Yes,20,2,small,4,11,rarely,1977
vegan,private,46.5,electric,7552,electricity,No,12,7,large,3,45,frequently,1753
pescatarian,private,61.5,lpg,2499,natural gas,Sometimes,18,5,small,1,36,frequently,2513
pescatarian,private,79.5,hybrid,2888,electricity,No,23,7,large,2,28,never,1472
pescatarian,private,37.5,petrol,544,coal,Sometimes,12,1,small,6,50,very frequently,3437
pescatarian,private,31.5,hybrid,6920,electricity,Sometimes,1,19,small,1,40,never,2249
vegetarian,private,79.5,lpg,5505,wood,Sometimes,24,5,medium,3,39,very frequently,3375
pescatarian,private,34.5,lpg,8771,electricity,Yes,8,7,extra large,3,7,rarely,2919
pescatarian,private,72,diesel,4265,natural gas,Sometimes,19,10,small,1,29,frequently,2334
vegetarian,private,19.5,hybrid,7425,natural gas,No,4,5,medium,2,6,frequently,2649
vegan,private,24,electric,2571,natural gas,Sometimes,7,2,extra large,7,39,frequently,2365
vegetarian,private,54,diesel,9885,electricity,Sometimes,10,16,medium,4,4,rarely,4051
vegetarian,private,10.5,electric,3650,electricity,Sometimes,2,3,medium,4,7,rarely,663
omnivore,private,51,lpg,5769,coal,No,6,22,large,7,8,frequently,3646
pescatarian,private,94.5,lpg,2664,natural gas,Sometimes,22,19,large,5,18,frequently,3484
vegetarian,private,79.5,lpg,2317,natural gas,Yes,15,23,small,6,45,very frequently,2930
omnivore,private,34.5,electric,2536,coal,Yes,1,21,medium,5,36,rarely,1635
pescatarian,private,40.5,hybrid,4763,electricity,Sometimes,11,5,medium,5,41,rarely,1897
vegetarian,private,79.5,diesel,5167,coal,Sometimes,15,23,large,3,32,frequently,3698
vegan,private,94.5,electric,2632,electricity,No,21,21,extra large,6,4,very frequently,2499
vegan,private,7.5,petrol,3643,electricity,Sometimes,2,1,medium,2,49,frequently,2457
omnivore,private,43.5,lpg,1427,electricity,Sometimes,14,1,small,4,2,rarely,1509
omnivore,private,39,diesel,4669,natural gas,Sometimes,11,4,medium,7,50,rarely,3469
pescatarian,private,57,hybrid,2131,wood,Yes,19,0,medium,7,45,never,1767
vegetarian,private,51,hybrid,4816,coal,Sometimes,14,6,small,2,15,rarely,2408
vegan,private,63,diesel,5555,wood,No,21,0,extra large,5,35,frequently,3660
vegetarian,private,79.5,petrol,9107,electricity,Sometimes,17,19,large,3,10,rarely,5293
vegan,private,16.5,electric,10,electricity,Sometimes,1,9,extra large,6,17,very frequently,2955
pescatarian,private,51,lpg,4123,electricity,No,12,10,large,1,19,very frequently,3415
vegetarian,private,67.5,diesel,5619,natural gas,No,18,9,extra large,4,32,never,2508
omnivore,private,48,lpg,5198,electricity,No,13,6,small,3,33,frequently,2669
vegan,private,9,lpg,7848,wood,No,1,4,small,5,21,very frequently,5779
pescatarian,private,75,lpg,7864,wood,Yes,16,18,large,5,48,never,3694
vegan,private,88.5,hybrid,5836,coal,Yes,23,13,small,3,45,frequently,3286
omnivore,private,34.5,lpg,9332,electricity,Yes,8,7,large,3,38,rarely,4811
vegan,private,81,hybrid,6657,electricity,Yes,24,6,extra large,1,14,never,1565
vegetarian,private,21,lpg,4783,electricity,Sometimes,7,0,small,7,23,frequently,3344
pescatarian,private,73.5,petrol,9993,wood,No,22,5,medium,4,19,very frequently,5756
omnivore,private,96,petrol,2901,wood,Sometimes,22,20,medium,6,19,very frequently,4488
pescatarian,private,66,electric,3636,electricity,Yes,22,0,large,1,24,rarely,1192
vegan,private,51,electric,9727,natural gas,No,10,14,medium,2,11,frequently,1523
pescatarian,private,24,petrol,1485,coal,No,2,12,medium,2,31,rarely,2148
omnivore,private,84,diesel,759,wood,Sometimes,17,22,extra large,4,17,never,1790
pescatarian,private,60,electric,625,coal,Yes,15,10,small,5,15,never,1393
pescatarian,private,28.5,diesel,1846,wood,Yes,8,3,large,2,36,frequently,2188
omnivore,private,16.5,petrol,6109,coal,Sometimes,4,3,medium,6,44,frequently,4717
vegan,private,94.5,electric,670,coal,Sometimes,21,21,extra large,2,32,never,2026
vegetarian,private,31.5,diesel,5916,coal,Sometimes,1,19,extra large,6,48,very frequently,4374
pescatarian,private,69,lpg,3091,wood,No,11,24,small,3,34,rarely,2175
vegetarian,private,66,diesel,6488,wood,Yes,22,0,small,6,40,very frequently,4859
vegan,private,75,hybrid,7385,natural gas,No,20,10,medium,6,38,very frequently,3887
omnivore,private,42,diesel,2003,wood,Sometimes,14,0,large,2,32,very frequently,2533
vegetarian,private,46.5,lpg,9395,electricity,No,13,5,medium,3,0,never,2867
vegan,private,31.5,diesel,2631,electricity,Sometimes,8,5,medium,3,39,rarely,1887
omnivore,private,67.5,petrol,242,wood,Yes,17,11,small,2,46,very frequently,2542
pescatarian,private,18,petrol,1480,coal,Sometimes,3,6,small,1,26,never,1488
pescatarian,private,19.5,electric,1695,coal,Sometimes,5,3,large,2,27,never,1172
pescatarian,private,39,lpg,3318,natural gas,Sometimes,5,16,medium,6,7,frequently,2531
vegetarian,private,60,electric,6631,coal,Sometimes,19,2,medium,5,42,never,1741
pescatarian,private,91.5,hybrid,257,wood,Sometimes,23,15,extra large,6,48,frequently,2725
pescatarian,private,52.5,petrol,1978,natural gas,Sometimes,9,17,extra large,6,31,frequently,3601
omnivore,private,30,hybrid,3329,natural gas,No,9,2,small,4,27,very frequently,3774
omnivore,private,72,diesel,9398,coal,Yes,16,16,large,6,32,frequently,4306
vegan,private,84,diesel,227,wood,Sometimes,23,10,small,5,21,never,992
vegetarian,private,6,lpg,2639,wood,Yes,2,0,extra large,5,8,frequently,3080
vegan,private,76.5,electric,5928,wood,Sometimes,18,15,large,3,27,frequently,1890
pescatarian,private,99,petrol,1868,natural gas,Sometimes,24,18,extra large,5,25,never,3292
vegetarian,private,3,hybrid,8046,wood,Sometimes,0,2,large,3,2,rarely,2334
vegetarian,private,52.5,electric,2549,coal,Yes,10,15,large,7,44,very frequently,2946
omnivore,private,9,diesel,7816,electricity,Yes,3,0,extra large,4,10,rarely,3063
pescatarian,private,67.5,lpg,5478,coal,Sometimes,21,3,medium,1,10,rarely,2781
omnivore,private,85.5,petrol,1795,wood,Yes,24,9,extra large,5,37,never,2244
vegan,private,18,diesel,5018,electricity,No,4,4,large,6,16,rarely,2323
omnivore,private,45,hybrid,8908,natural gas,Yes,13,4,large,2,10,never,2425
vegetarian,private,64.5,electric,8805,electricity,Yes,18,7,large,7,24,never,1563
vegetarian,private,30,petrol,1485,wood,Yes,6,8,extra large,7,50,frequently,4086
omnivore,private,43.5,lpg,8463,natural gas,No,6,17,medium,5,23,frequently,4818
vegetarian,private,57,petrol,7150,natural gas,Yes,17,4,small,2,46,rarely,4286
vegetarian,private,84,hybrid,3121,coal,Sometimes,17,22,medium,4,10,frequently,2248
vegan,private,76.5,lpg,8476,electricity,Yes,15,21,extra large,1,10,rarely,3343
vegan,private,42,electric,7850,natural gas,Yes,12,4,extra large,7,12,frequently,2326
pescatarian,private,55.5,hybrid,8944,electricity,Sometimes,9,19,large,1,40,very frequently,3422
pescatarian,private,40.5,lpg,6986,natural gas,Yes,6,15,large,7,21,rarely,4187
omnivore,private,67.5,hybrid,1737,coal,Yes,20,5,small,4,12,rarely,2121
omnivore,private,48,electric,523,coal,Sometimes,4,24,small,1,1,rarely,1491
vegan,private,78,petrol,3384,natural gas,Yes,24,4,small,3,43,never,2199
vegan,private,13.5,lpg,9215,natural gas,Yes,1,7,medium,3,34,frequently,4471
pescatarian,private,75,electric,6243,coal,Yes,24,2,small,6,23,frequently,2587
vegetarian,private,25.5,electric,1008,natural gas,No,5,7,extra large,2,38,very frequently,3206
pescatarian,private,55.5,electric,5441,natural gas,Sometimes,9,19,small,3,8,never,775
omnivore,private,54,hybrid,5263,electricity,Sometimes,10,16,medium,3,23,frequently,2297
pescatarian,private,31.5,diesel,975,electricity,No,9,3,medium,3,14,frequently,1484
omnivore,private,55.5,diesel,3433,wood,Yes,16,5,medium,1,9,never,2013
vegan,private,43.5,diesel,8338,coal,Sometimes,13,3,extra large,4,32,frequently,3780
vegan,private,40.5,diesel,3847,natural gas,Sometimes,3,21,extra large,1,17,rarely,2516
pescatarian,private,88.5,lpg,1960,wood,No,18,23,medium,1,11,never,1286
vegetarian,private,61.5,diesel,3890,electricity,Yes,13,15,extra large,1,21,rarely,2148
vegan,private,57,diesel,2453,electricity,Yes,15,8,extra large,7,9,rarely,2261
vegan,private,12,petrol,6956,wood,Sometimes,0,8,small,1,15,never,2713
omnivore,private,58.5,petrol,3730,electricity,No,15,9,large,1,45,rarely,2401
pescatarian,private,72,electric,1707,electricity,Yes,15,18,extra large,4,44,frequently,2597
omnivore,private,45,hybrid,2187,coal,Sometimes,4,22,small,6,43,very frequently,3923
vegan,private,70.5,petrol,5473,coal,No,21,5,medium,4,10,frequently,3905
vegan,private,100.5,diesel,4555,coal,Sometimes,24,19,small,2,35,never,2067
pescatarian,private,57,electric,589,coal,No,19,0,extra large,7,8,rarely,1822
pescatarian,private,57,diesel,8809,natural gas,Sometimes,10,18,small,7,35,never,3807
vegan,private,67.5,petrol,9316,wood,Yes,21,3,small,5,26,never,4797
vegetarian,private,75,hybrid,2891,natural gas,Yes,14,22,large,6,1,frequently,2447
vegetarian,private,66,electric,4538,coal,Yes,13,18,extra large,5,48,frequently,2249
pescatarian,private,79.5,lpg,8242,electricity,Sometimes,16,21,medium,2,23,very frequently,5399
vegetarian,private,103.5,lpg,1817,coal,No,24,21,small,2,49,never,1610
pescatarian,private,58.5,petrol,5762,coal,Yes,9,21,large,7,3,rarely,3962
pescatarian,private,51,electric,6414,electricity,No,9,16,large,7,50,very frequently,3526
vegetarian,private,57,electric,6105,electricity,No,17,4,medium,4,1,never,545
omnivore,private,16.5,hybrid,6044,coal,Sometimes,3,5,large,2,15,never,2232
pescatarian,private,46.5,diesel,9193,electricity,No,8,15,medium,5,29,never,4007
vegan,private,22.5,diesel,2016,electricity,Sometimes,0,15,small,7,38,very frequently,2942
pescatarian,private,66,electric,9410,natural gas,Sometimes,11,22,small,3,24,very frequently,3104
vegan,private,88.5,lpg,90,natural gas,No,19,21,medium,4,1,rarely,1408
vegan,private,27,hybrid,5685,natural gas,Yes,0,18,large,2,4,very frequently,3110
omnivore,private,76.5,diesel,3544,electricity,Sometimes,18,15,medium,1,36,never,2141
omnivore,private,3,electric,5437,electricity,No,0,2,extra large,3,11,never,925
omnivore,private,22.5,petrol,5647,natural gas,Yes,1,13,large,3,3,never,3338
vegetarian,private,25.5,hybrid,8641,wood,Sometimes,5,7,small,2,34,never,2928
vegan,private,54,petrol,2060,electricity,No,11,14,small,7,32,very frequently,3067
pescatarian,private,64.5,petrol,3899,electricity,No,17,9,large,4,39,rarely,3272
vegan,private,67.5,diesel,6583,electricity,No,12,21,extra large,1,13,rarely,2912
omnivore,private,76.5,diesel,1841,coal,Yes,22,7,small,2,15,very frequently,2599
pescatarian,private,75,petrol,9272,wood,No,24,2,extra large,7,45,rarely,5707
vegan,private,85.5,petrol,1325,natural gas,Sometimes,19,19,large,5,40,frequently,3491
vegetarian,private,43.5,petrol,7545,wood,Yes,11,7,extra large,2,19,rarely,3531
vegetarian,private,37.5,petrol,4762,coal,No,4,17,small,6,45,frequently,4882
vegan,private,96,diesel,4028,coal,Sometimes,20,24,extra large,6,6,never,2619
vegan,private,34.5,hybrid,4071,coal,No,3,17,large,1,28,rarely,1983
pescatarian,private,18,lpg,1486,coal,Sometimes,5,2,extra large,4,46,very frequently,3522
omnivore,private,51,petrol,7266,electricity,Yes,6,22,extra large,6,1,never,4155
vegetarian,private,61.5,diesel,3997,natural gas,Yes,12,17,small,4,36,never,2963
omnivore,private,21,hybrid,8652,natural gas,Yes,4,6,medium,4,43,rarely,3395
vegetarian,private,87,diesel,430,natural gas,No,19,20,medium,4,29,never,1287
vegetarian,private,0,lpg,8083,natural gas,Sometimes,0,0,small,1,21,rarely,3223
omnivore,private,75,petrol,4698,natural gas,No,14,22,extra large,5,37,very frequently,5679
omnivore,private,24,electric,5698,natural gas,Yes,5,6,large,7,44,frequently,2251
vegetarian,private,76.5,diesel,5920,wood,No,23,5,large,1,40,never,3363
vegetarian,private,36,petrol,140,natural gas,Yes,5,14,medium,7,31,very frequently,2438
vegan,private,18,diesel,7000,coal,Yes,6,0,medium,5,25,frequently,3712
vegan,private,54,hybrid,5937,electricity,Yes,10,16,large,5,32,never,1935
vegetarian,private,48,lpg,7097,natural gas,No,7,18,small,4,22,rarely,3300
vegetarian,private,91.5,petrol,3532,wood,No,24,13,medium,6,13,very frequently,3773
vegan,private,48,electric,5186,coal,Yes,10,12,medium,3,45,rarely,2161
omnivore,private,48,lpg,9951,electricity,Sometimes,5,22,large,5,28,very frequently,5747
vegan,private,78,electric,7999,coal,Yes,24,4,large,5,21,rarely,1736
pescatarian,private,72,petrol,8720,coal,Yes,22,4,small,6,5,rarely,4779
vegan,private,34.5,electric,2653,natural gas,Yes,5,13,medium,1,33,rarely,1025
omnivore,private,87,lpg,744,wood,Yes,19,20,large,7,45,rarely,3184
vegan,private,78,petrol,2095,natural gas,Sometimes,15,22,medium,4,41,frequently,2482
pescatarian,private,57,electric,4325,wood,Yes,10,18,medium,1,25,rarely,1412
vegetarian,private,43.5,lpg,4191,coal,Yes,3,23,large,2,22,rarely,2400
omnivore,private,85.5,diesel,804,wood,No,22,13,large,7,15,very frequently,3533
omnivore,private,75,petrol,6653,coal,Sometimes,16,18,extra large,3,49,never,4059
pescatarian,private,28.5,diesel,3789,coal,Yes,8,3,extra large,6,30,frequently,2856
pescatarian,private,78,lpg,7388,electricity,Yes,18,16,large,6,7,frequently,4879
pescatarian,private,31.5,lpg,1225,coal,Sometimes,5,11,medium,2,13,rarely,1234
vegetarian,private,19.5,petrol,2868,coal,No,1,11,small,1,10,never,1962
vegan,private,93,petrol,1083,natural gas,Yes,20,22,extra large,4,19,rarely,1864
vegan,private,22.5,lpg,4145,coal,Yes,6,3,large,4,27,frequently,2913
vegetarian,private,75,diesel,3634,wood,Sometimes,21,8,medium,2,41,very frequently,2938
vegetarian,private,42,hybrid,4685,natural gas,Sometimes,10,8,small,7,27,never,1535
pescatarian,private,9,lpg,9179,wood,Sometimes,0,6,small,6,27,never,4261
vegetarian,private,88.5,diesel,2165,wood,Sometimes,19,21,large,2,37,frequently,3226
pescatarian,private,28.5,lpg,3722,electricity,Yes,4,11,medium,1,35,never,1843
vegetarian,private,34.5,electric,3913,wood,Yes,3,17,extra large,7,41,frequently,3229
vegetarian,private,100.5,lpg,3116,wood,Sometimes,24,19,extra large,4,27,frequently,2787
vegetarian,private,12,electric,8782,electricity,Sometimes,0,8,large,3,24,very frequently,2087
pescatarian,private,70.5,lpg,4384,natural gas,No,14,19,small,4,38,very frequently,4013
vegetarian,private,46.5,hybrid,2943,coal,No,4,23,extra large,4,31,never,2323
omnivore,private,75,hybrid,3616,natural gas,No,22,6,large,1,24,frequently,2860
vegetarian,private,76.5,petrol,213,electricity,No,19,13,medium,5,13,rarely,1263
vegan,private,105,petrol,30,coal,Yes,24,22,small,4,27,very frequently,2242
omnivore,private,36,hybrid,8374,coal,No,3,18,extra large,5,33,frequently,4213
vegetarian,private,46.5,lpg,9742,coal,Yes,6,19,large,7,18,rarely,5041
omnivore,private,18,electric,7282,wood,Sometimes,6,0,medium,3,17,rarely,843
pescatarian,private,72,hybrid,8005,wood,Yes,24,0,extra large,2,27,rarely,2568
vegetarian,private,52.5,petrol,9622,coal,Yes,12,11,small,5,20,never,4437
omnivore,private,63,hybrid,5413,electricity,Yes,15,12,small,3,14,rarely,2430
omnivore,private,39,diesel,1510,natural gas,No,11,4,large,2,48,frequently,2431
vegan,private,64.5,diesel,5457,natural gas,Sometimes,21,1,large,3,30,never,2251
pescatarian,private,105,hybrid,1703,wood,Yes,24,22,small,6,18,never,1595
omnivore,private,39,electric,1088,coal,Sometimes,6,14,extra large,4,12,never,1656
pescatarian,private,49.5,diesel,5808,natural gas,Sometimes,8,17,extra large,7,31,rarely,3015
pescatarian,private,49.5,lpg,3873,coal,Yes,8,17,medium,5,44,very frequently,4784
omnivore,private,61.5,hybrid,8305,electricity,Yes,13,15,medium,2,48,never,2877
pescatarian,private,69,lpg,8699,wood,Sometimes,15,16,extra large,4,47,never,4737
omnivore,private,37.5,lpg,5071,wood,Yes,3,19,extra large,2,15,frequently,3317
pescatarian,private,19.5,diesel,9351,electricity,Yes,1,11,medium,4,24,rarely,4489
vegetarian,private,40.5,petrol,9789,wood,Sometimes,9,9,extra large,3,13,frequently,6447
pescatarian,private,99,lpg,3438,wood,Yes,21,24,medium,1,6,rarely,2522
vegan,private,49.5,electric,5467,coal,Sometimes,7,19,small,4,9,rarely,1424
vegetarian,private,46.5,lpg,5492,natural gas,Sometimes,14,3,medium,7,50,never,2815
omnivore,private,42,lpg,4638,wood,Sometimes,14,0,small,1,10,very frequently,3395
omnivore,private,18,lpg,4770,coal,No,6,0,small,2,46,rarely,3662
vegan,private,28.5,diesel,2157,wood,No,7,5,extra large,7,47,frequently,2588
vegan,private,63,petrol,7561,wood,No,15,12,small,4,1,rarely,4359
omnivore,private,36,lpg,8831,natural gas,Yes,10,4,small,2,28,rarely,3032
pescatarian,private,57,hybrid,2576,wood,Sometimes,12,14,medium,5,16,very frequently,2549
vegetarian,private,63,electric,6830,electricity,No,12,18,extra large,1,36,rarely,1144
vegetarian,private,67.5,petrol,1291,wood,No,17,11,large,6,18,very frequently,3363
pescatarian,private,39,lpg,3495,natural gas,Yes,8,10,extra large,1,46,rarely,2572
omnivore,private,40.5,electric,1937,natural gas,Yes,5,17,large,7,18,frequently,2120
omnivore,private,55.5,hybrid,2971,coal,Sometimes,17,3,extra large,6,26,frequently,2679
vegetarian,private,73.5,lpg,2946,natural gas,Sometimes,22,5,small,7,4,very frequently,3004
vegetarian,private,4.5,petrol,6418,coal,No,0,3,small,3,2,very frequently,4155
vegetarian,private,82.5,hybrid,4180,wood,Sometimes,21,13,small,5,5,frequently,2232
pescatarian,private,10.5,hybrid,4358,wood,Yes,3,1,small,4,4,never,1185
pescatarian,private,84,electric,449,electricity,No,17,22,extra large,1,20,never,802
vegan,private,45,electric,9124,coal,Sometimes,11,8,large,5,21,never,1678
omnivore,private,27,lpg,4909,coal,No,8,2,large,3,1,rarely,2690
vegetarian,private,69,lpg,7909,wood,Sometimes,20,6,large,3,0,never,2959
omnivore,private,15,lpg,8404,natural gas,Yes,3,4,extra large,3,27,very frequently,5071
vegetarian,private,30,petrol,4296,wood,Sometimes,9,2,medium,3,50,frequently,4053
pescatarian,private,45,electric,6338,electricity,Sometimes,9,12,extra large,7,48,frequently,2068
vegan,private,25.5,diesel,8037,coal,Yes,8,1,extra large,7,24,very frequently,4652
vegan,private,54,lpg,3349,coal,No,8,20,small,2,45,frequently,3560
omnivore,private,55.5,electric,1444,coal,Sometimes,9,19,large,1,49,never,2491
pescatarian,private,58.5,electric,3238,coal,No,11,17,medium,1,33,very frequently,2189
vegetarian,private,91.5,petrol,4268,coal,Yes,24,13,large,4,39,very frequently,3968
pescatarian,private,37.5,petrol,8021,wood,Sometimes,5,15,medium,3,12,rarely,3426
pescatarian,private,22.5,lpg,5878,coal,Sometimes,7,1,medium,5,34,never,3370
pescatarian,private,46.5,petrol,3808,wood,Yes,7,17,extra large,4,23,rarely,3434
omnivore,private,34.5,diesel,1396,coal,No,7,9,small,7,5,never,1033
vegetarian,private,75,petrol,1048,wood,Yes,14,22,medium,1,0,very frequently,2425
vegan,private,94.5,diesel,2936,electricity,No,22,19,medium,6,25,rarely,2791
vegan,private,7.5,electric,4792,coal,Yes,1,3,small,1,35,very frequently,2662
vegan,private,37.5,electric,9511,coal,Yes,6,13,extra large,4,29,rarely,1797
vegetarian,private,91.5,lpg,8034,electricity,Sometimes,19,23,medium,6,44,rarely,4223
pescatarian,private,51,petrol,4458,wood,Sometimes,12,10,medium,4,9,never,2021
omnivore,private,73.5,diesel,9562,natural gas,Sometimes,19,11,small,5,31,frequently,4300
vegan,private,51,petrol,7246,natural gas,No,17,0,extra large,1,23,rarely,3757
omnivore,private,37.5,lpg,7840,natural gas,Sometimes,12,1,extra large,4,4,very frequently,3925
omnivore,private,3,hybrid,2052,natural gas,Sometimes,0,2,medium,3,17,very frequently,2279
pescatarian,private,88.5,petrol,5602,wood,Sometimes,20,19,small,2,2,never,3094
pescatarian,private,78,electric,8091,electricity,Yes,15,22,extra large,5,41,very frequently,2728
vegetarian,private,72,petrol,8522,natural gas,No,18,12,medium,1,38,rarely,4598
vegan,private,51,diesel,5556,natural gas,Yes,10,14,large,4,47,rarely,3114
vegan,private,57,electric,4771,coal,Sometimes,15,8,extra large,4,18,frequently,2014
vegetarian,private,31.5,petrol,8567,natural gas,Sometimes,0,21,medium,7,11,never,4994
omnivore,private,81,petrol,2847,electricity,Yes,16,22,extra large,4,23,very frequently,3121
vegan,private,58.5,diesel,3337,natural gas,No,12,15,extra large,3,49,rarely,3361
vegan,private,27,hybrid,197,natural gas,No,8,2,medium,5,12,rarely,915
omnivore,private,19.5,petrol,7070,wood,Yes,5,3,medium,4,26,rarely,3995
vegan,private,7.5,electric,681,coal,No,1,3,large,1,1,never,1178
pescatarian,private,18,lpg,9245,natural gas,Yes,5,2,medium,1,49,frequently,4151
vegan,private,94.5,hybrid,2663,natural gas,Sometimes,20,23,medium,4,48,rarely,1781
omnivore,private,12,petrol,6138,wood,Yes,4,0,medium,6,23,rarely,3647
vegan,private,36,diesel,6859,electricity,No,9,6,large,6,21,frequently,3895
pescatarian,private,58.5,petrol,6087,coal,Sometimes,10,19,small,2,44,rarely,3284
vegan,private,63,petrol,1810,wood,No,13,16,large,3,36,frequently,3118
vegetarian,private,46.5,petrol,7666,wood,Yes,6,19,small,6,40,rarely,4102
vegan,private,67.5,lpg,9075,natural gas,No,20,5,small,6,46,frequently,3719
vegetarian,private,36,petrol,174,coal,No,12,0,large,6,20,rarely,2400
pescatarian,private,87,hybrid,5156,coal,Yes,19,20,large,7,33,very frequently,4368
vegan,private,66,electric,3197,wood,Yes,12,20,extra large,7,22,frequently,2257
vegetarian,private,63,petrol,6231,natural gas,Sometimes,18,6,extra large,7,25,rarely,5952
vegan,private,48,diesel,2887,coal,Sometimes,13,6,small,7,23,rarely,2224
omnivore,private,30,hybrid,3749,electricity,Sometimes,9,2,extra large,4,24,never,2099
vegetarian,private,42,diesel,7158,coal,No,5,18,extra large,2,47,very frequently,5920
vegetarian,private,42,diesel,7826,wood,Yes,14,0,medium,2,3,never,2352
omnivore,private,0,petrol,171,natural gas,Yes,0,0,small,5,43,very frequently,2751
vegan,private,60,electric,3431,natural gas,Sometimes,12,16,extra large,1,28,very frequently,2477
vegan,private,73.5,diesel,5221,coal,Yes,23,3,extra large,4,21,very frequently,4646
pescatarian,private,27,electric,5174,wood,Yes,4,10,extra large,4,24,rarely,2009
vegetarian,private,15,electric,6693,electricity,No,0,10,large,5,17,rarely,1936
vegan,private,49.5,hybrid,4129,natural gas,Sometimes,16,1,extra large,7,29,frequently,2393
omnivore,private,18,lpg,9460,electricity,Sometimes,1,10,medium,6,37,very frequently,5703
vegetarian,private,46.5,diesel,1122,electricity,No,13,5,large,4,1,very frequently,1866
omnivore,private,9,lpg,9525,coal,Sometimes,0,6,medium,7,5,very frequently,4642
vegan,private,37.5,hybrid,8374,coal,Yes,10,5,medium,7,20,very frequently,4578
vegan,private,43.5,diesel,325,natural gas,Yes,5,19,medium,5,45,frequently,2380
pescatarian,private,36,electric,1441,coal,Yes,12,0,medium,2,1,frequently,1803
pescatarian,private,88.5,lpg,6311,natural gas,Sometimes,19,21,large,4,29,frequently,3752
vegetarian,private,72,electric,4240,wood,Sometimes,17,14,large,6,5,never,1050
omnivore,private,28.5,petrol,5038,wood,No,6,7,medium,4,44,frequently,4085
vegetarian,private,9,hybrid,3233,natural gas,Yes,0,6,large,4,32,frequently,2923
omnivore,private,66,petrol,2416,wood,No,13,18,medium,5,21,very frequently,4267
omnivore,private,81,diesel,9315,wood,No,17,20,small,7,48,very frequently,6142
vegan,private,37.5,lpg,725,electricity,Yes,11,3,extra large,5,2,very frequently,2183
vegan,private,24,electric,5917,electricity,Yes,2,12,small,5,15,frequently,1671
omnivore,private,43.5,diesel,6580,coal,No,13,3,extra large,4,40,never,3759
pescatarian,private,94.5,hybrid,2824,wood,Sometimes,23,17,medium,2,22,never,2259
omnivore,private,16.5,hybrid,4019,wood,Sometimes,4,3,medium,3,22,frequently,2429
pescatarian,private,10.5,hybrid,452,natural gas,No,3,1,medium,1,14,rarely,1161
pescatarian,private,19.5,lpg,3106,wood,Sometimes,1,11,extra large,2,26,never,1918
omnivore,private,90,electric,6809,wood,No,19,22,small,3,26,never,1368
vegan,private,19.5,electric,8258,coal,Yes,1,11,large,6,5,very frequently,2887
omnivore,private,67.5,hybrid,4110,electricity,Sometimes,14,17,extra large,4,25,never,2102
omnivore,private,63,hybrid,1194,electricity,Yes,11,20,extra large,6,43,rarely,2671
vegetarian,private,58.5,lpg,942,electricity,Sometimes,12,15,small,2,37,frequently,1812
vegetarian,private,105,diesel,4870,coal,Yes,23,24,extra large,6,3,never,2830
vegetarian,private,54,hybrid,179,wood,No,13,10,medium,6,2,rarely,1386
vegan,private,70.5,electric,9191,natural gas,Sometimes,22,3,medium,7,28,very frequently,2369
vegan,private,45,petrol,7319,coal,No,5,20,medium,7,43,frequently,4087
pescatarian,private,63,lpg,357,natural gas,Sometimes,20,2,small,4,32,rarely,1596
vegetarian,private,58.5,lpg,4733,coal,Sometimes,16,7,small,2,43,never,2356
